gene_id	gene_name	gene_len	total_pct_count	anchor_sum	anchor_mean	anchor_nonzero_bins	max_ratio	used	skip_reason
ENSG00000256806.6	C17orf100	1715	214	44	4.4000	10	0.0000	false	low anchor sum (44)
ENSG00000243130.8	PSG11	1163	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000125879.5	OTOR	1477	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000165474.8	GJB2	2318	4	0	0.0000	0	0.0000	false	low total support (4)
ENSG00000241119.2	UGT1A9	2371	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000139144.11	PIK3C2G	4980	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000135447.17	PPP1R1A	1828	18	4	0.4000	1	0.0000	false	low total support (18)
ENSG00000205704.9	SMIM45	1540	40	12	1.2000	7	0.0000	false	low total support (40)
ENSG00000134569.10	LRP4	8155	335	21	2.1000	6	0.0000	false	low anchor sum (21)
ENSG00000168878.19	SFTPB	1867	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000176920.14	FUT2	3116	379	98	9.8000	7	0.0000	false	low anchor sum (98)
ENSG00000182253.15	SYNM	6407	321	16	1.6000	6	0.0000	false	low anchor sum (16)
ENSG00000138675.17	FGF5	5313	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000172689.2	MS4A10	2311	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000197444.10	OGDHL	3588	152	5	0.5000	3	0.0000	false	low anchor sum (5)
ENSG00000185201.18	IFITM2	439	12867	12867	1286.7000	9	0.0000	false	too short (439)
ENSG00000138336.9	TET1	9612	1231	74	7.4000	9	0.0000	false	low anchor sum (74)
ENSG00000183186.8	C2CD4C	3099	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000173083.16	HPSE	2544	323	56	5.6000	8	0.0000	false	low anchor sum (56)
ENSG00000148655.16	LRMDA	3662	7950	40	4.0000	10	0.0000	false	low anchor sum (40)
ENSG00000170961.7	HAS2	4240	40	5	0.5000	3	0.0000	false	low total support (40)
ENSG00000156804.7	FBXO32	6744	1456	51	5.1000	6	0.0000	false	low anchor sum (51)
ENSG00000022355.18	GABRA1	2083	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000099822.3	HCN2	3420	371	74	7.4000	9	0.0000	false	low anchor sum (74)
ENSG00000143365.20	RORC	2996	128	20	2.0000	4	0.0000	false	low anchor sum (20)
ENSG00000128276.10	RFPL3	1488	206	44	4.4000	7	0.0000	false	low anchor sum (44)
ENSG00000103528.17	SYT17	1702	7	0	0.0000	0	0.0000	false	low total support (7)
ENSG00000107201.12	RIGI	4774	5325	51	5.1000	10	0.0000	false	low anchor sum (51)
ENSG00000169717.7	ACTRT2	1437	12	0	0.0000	0	0.0000	false	low total support (12)
ENSG00000165059.8	PRKACG	1610	22	7	0.7000	1	0.0000	false	low total support (22)
ENSG00000164113.11	ADAD1	1912	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000171428.15	NAT1	1902	665	26	2.6000	4	0.0000	false	low anchor sum (26)
ENSG00000184363.10	PKP3	2752	3	0	0.0000	0	0.0000	false	low total support (3)
ENSG00000179921.15	GPBAR1	1869	105	22	2.2000	9	0.0000	false	low anchor sum (22)
ENSG00000186971.4	KRTAP13-4	807	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000141519.15	CCDC40	1970	786	83	8.3000	9	0.0000	false	low anchor sum (83)
ENSG00000188800.6	TMCO2	696	6	6	0.6000	3	0.0000	false	low total support (6)
ENSG00000170458.15	CD14	1498	105	48	4.8000	9	0.0000	false	low anchor sum (48)
ENSG00000105792.19	CFAP69	1489	55	28	2.8000	10	0.0000	false	low total support (55)
ENSG00000089199.10	CHGB	2462	159	22	2.2000	7	0.0000	false	low anchor sum (22)
ENSG00000135220.11	UGT2A3	2978	9	0	0.0000	0	0.0000	false	low total support (9)
ENSG00000125831.10	CST11	576	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000203499.12	IQANK1	2737	4	0	0.0000	0	0.0000	false	low total support (4)
ENSG00000255833.2	TIFAB	5867	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000196228.5	SULT1C3	1244	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000145721.12	LIX1	3765	19	0	0.0000	0	0.0000	false	low total support (19)
ENSG00000234829.4	IFNA17	980	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000089195.15	TRMT6	2929	4809	23	2.3000	5	0.0000	false	low anchor sum (23)
ENSG00000149050.10	ZNF214	4892	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000198739.11	LRRTM3	6049	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000149557.14	FEZ1	1053	14	12	1.2000	4	0.0000	false	low total support (14)
ENSG00000171790.16	SLFNL1	1961	370	94	9.4000	10	0.0000	false	low anchor sum (94)
ENSG00000087116.17	ADAMTS2	4769	252	0	0.0000	0	0.0000	false	low anchor sum (0)
ENSG00000183092.18	BEGAIN	2751	310	67	6.7000	10	0.0000	false	low anchor sum (67)
ENSG00000146674.16	IGFBP3	2322	30	0	0.0000	0	0.0000	false	low total support (30)
ENSG00000197859.11	ADAMTSL2	4068	285	18	1.8000	3	0.0000	false	low anchor sum (18)
ENSG00000164404.9	GDF9	2196	413	50	5.0000	7	0.0000	false	low anchor sum (50)
ENSG00000157119.12	KLHL40	2499	5	5	0.5000	3	0.0000	false	low total support (5)
ENSG00000146360.9	GPR6	1945	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000144152.13	FBLN7	1479	72	27	2.7000	8	0.0000	false	low total support (72)
ENSG00000162951.11	LRRTM1	879	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000198483.13	ANKRD35	3359	141	71	7.1000	10	0.0000	false	low anchor sum (71)
ENSG00000232629.9	HLA-DQB2	1212	197	74	7.4000	3	0.0000	false	low anchor sum (74)
ENSG00000159625.15	DRC7	1830	309	19	1.9000	2	0.0000	false	low anchor sum (19)
ENSG00000172361.6	CFAP53	1824	490	25	2.5000	6	0.0000	false	low anchor sum (25)
ENSG00000089723.10	OTUB2	3911	182	65	6.5000	10	0.0000	false	low anchor sum (65)
ENSG00000165457.15	FOLR2	697	25	25	2.5000	9	0.0000	false	low total support (25)
ENSG00000152582.14	SPEF2	5662	1569	15	1.5000	5	0.0000	false	low anchor sum (15)
ENSG00000128052.10	KDR	5833	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000019549.13	SNAI2	2180	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000108231.14	LGI1	1751	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000146090.16	RASGEF1C	2297	9	0	0.0000	0	0.0000	false	low total support (9)
ENSG00000135569.5	TAAR5	1150	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000130956.14	HABP4	2651	512	53	5.3000	8	0.0000	false	low anchor sum (53)
ENSG00000204345.1	CD300LD	1303	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000116544.12	DLGAP3	3921	119	50	5.0000	10	0.0000	false	low anchor sum (50)
ENSG00000139800.9	ZIC5	4497	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000164484.12	TMEM200A	3233	33	6	0.6000	4	0.0000	false	low total support (33)
ENSG00000076344.16	RGS11	2376	229	59	5.9000	9	0.0000	false	low anchor sum (59)
ENSG00000188487.12	INSC	2893	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000173436.15	MICOS10	3678	4362	17	1.7000	6	0.0000	false	low anchor sum (17)
ENSG00000141748.13	ARL5C	941	52	13	1.3000	5	0.0000	false	low total support (52)
ENSG00000165118.15	QNG1	2067	369	53	5.3000	8	0.0000	false	low anchor sum (53)
ENSG00000240891.8	PLCXD2	2148	296	0	0.0000	0	0.0000	false	low anchor sum (0)
ENSG00000079101.18	CLUL1	1943	105	83	8.3000	5	0.0000	false	low anchor sum (83)
ENSG00000169181.13	GSG1L	1399	5	0	0.0000	0	0.0000	false	low total support (5)
ENSG00000212722.9	KRTAP4-9	1100	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000171766.17	GATM	1522	39	9	0.9000	4	0.0000	false	low total support (39)
ENSG00000249931.5	GOLGA8K	5174	632	3	0.3000	2	0.0000	false	low anchor sum (3)
ENSG00000105048.18	TNNT1	800	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000181541.6	MAB21L2	2543	38	21	2.1000	7	0.0000	false	low total support (38)
ENSG00000173166.18	RAPH1	2394	8	8	0.8000	5	0.0000	false	low total support (8)
ENSG00000136244.12	IL6	926	66	30	3.0000	8	0.0000	false	low total support (66)
ENSG00000168140.5	VASN	2816	193	88	8.8000	10	0.0000	false	low anchor sum (88)
ENSG00000159212.13	CLIC6	4197	12	0	0.0000	0	0.0000	false	low total support (12)
ENSG00000079841.20	RIMS1	3542	10	4	0.4000	2	0.0000	false	low total support (10)
ENSG00000188155.11	KRTAP10-6	1238	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000168158.4	OR2C1	1418	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000185899.1	TAS2R60	957	40	14	1.4000	3	0.0000	false	low total support (40)
ENSG00000101134.12	DOK5	1965	34	0	0.0000	0	0.0000	false	low total support (34)
ENSG00000167094.16	TTC16	2874	172	70	7.0000	10	0.0000	false	low anchor sum (70)
ENSG00000196993.9	NPIPB9	2094	62	0	0.0000	0	0.0000	false	low total support (62)
ENSG00000212901.4	KRTAP3-1	608	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000171209.4	CSN3	878	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000261793.1	ENSG00000261793	460	521	521	52.1000	10	0.0000	false	too short (460)
ENSG00000187714.7	SLC18A3	2411	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000205989.2	DEFB109C	533	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000204176.14	SYT15	1331	4	0	0.0000	0	0.0000	false	low total support (4)
ENSG00000070031.4	SCT	526	57	51	5.1000	10	0.0000	false	low total support (57)
ENSG00000100652.5	SLC10A1	2002	25	10	1.0000	4	0.0000	false	low total support (25)
ENSG00000142698.15	C1orf94	3050	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000116661.11	FBXO2	1287	31	31	3.1000	6	0.0000	false	low total support (31)
ENSG00000129673.10	AANAT	971	104	46	4.6000	8	0.0000	false	low anchor sum (46)
ENSG00000106436.8	MYL10	698	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000087076.9	HSD17B14	991	74	49	4.9000	9	0.0000	false	low total support (74)
ENSG00000186334.10	SLC36A3	2860	10	5	0.5000	3	0.0000	false	low total support (10)
ENSG00000162552.15	WNT4	680	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000111728.11	ST8SIA1	1036	62	35	3.5000	6	0.0000	false	low total support (62)
ENSG00000138315.13	OIT3	2210	20	8	0.8000	5	0.0000	false	low total support (20)
ENSG00000065183.16	WDR3	10004	6266	42	4.2000	6	0.0000	false	low anchor sum (42)
ENSG00000283632.4	EXOC3L2	3191	254	21	2.1000	9	0.0000	false	low anchor sum (21)
ENSG00000172733.12	PURG	2693	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000152591.15	DSPP	4331	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000196169.15	KIF19	3629	11	0	0.0000	0	0.0000	false	low total support (11)
ENSG00000123384.14	LRP1	2169	311	10	1.0000	3	0.0000	false	low anchor sum (10)
ENSG00000130287.14	NCAN	6402	28	0	0.0000	0	0.0000	false	low total support (28)
ENSG00000131808.11	FSHB	1856	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000048828.18	FAM120A	3585	15904	12	1.2000	5	0.0000	false	low anchor sum (12)
ENSG00000175820.4	CCDC168	21470	215	6	0.6000	4	0.0000	false	low anchor sum (6)
ENSG00000240720.10	LRRD1	2073	54	0	0.0000	0	0.0000	false	low total support (54)
ENSG00000223614.6	ZNF735	1239	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000196196.3	HRCT1	935	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000006555.11	TTC22	2149	59	5	0.5000	3	0.0000	false	low total support (59)
ENSG00000110975.8	SYT10	4461	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000122778.10	KIAA1549	12498	5694	57	5.7000	9	0.0000	false	low anchor sum (57)
ENSG00000141668.10	CBLN2	2406	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000174332.6	GLIS1	2870	7	0	0.0000	0	0.0000	false	low total support (7)
ENSG00000125485.18	DDX31	2408	1958	6	0.6000	4	0.0000	false	low anchor sum (6)
ENSG00000088538.13	DOCK3	9069	239	36	3.6000	7	0.0000	false	low anchor sum (36)
ENSG00000101638.14	ST8SIA5	13761	27	0	0.0000	0	0.0000	false	low total support (27)
ENSG00000173679.2	OR1L1	1083	12	0	0.0000	0	0.0000	false	low total support (12)
ENSG00000041353.10	RAB27B	432	198	198	19.8000	6	0.0000	false	too short (432)
ENSG00000129422.15	MTUS1	3996	64	0	0.0000	0	0.0000	false	low total support (64)
ENSG00000137077.9	CCL21	877	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000261832.6	ENSG00000261832	1112	1051	21	2.1000	5	0.0000	false	low anchor sum (21)
ENSG00000104415.14	CCN4	1205	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000163347.6	CLDN1	3446	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000146399.3	TAAR1	2871	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000161798.7	AQP5	1449	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000181761.5	OR8H3	939	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000134363.12	FST	2299	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000100302.7	RASD2	3447	10	4	0.4000	3	0.0000	false	low total support (10)
ENSG00000177710.6	SLC35G5	1349	41	9	0.9000	4	0.0000	false	low total support (41)
ENSG00000229676.3	ZNF492	4246	445	49	4.9000	8	0.0000	false	low anchor sum (49)
ENSG00000183036.11	PCP4	534	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000162944.11	RFTN2	584	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000164334.16	FAM170A	1237	11	4	0.4000	2	0.0000	false	low total support (11)
ENSG00000104941.8	RSPH6A	2306	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000171227.7	TMEM37	794	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000170892.13	TSEN34	2211	5868	49	4.9000	7	0.0000	false	low anchor sum (49)
ENSG00000172551.12	MUCL1	485	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000205856.4	C22orf42	1378	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000102595.22	UGGT2	2240	719	27	2.7000	7	0.0000	false	low anchor sum (27)
ENSG00000140479.18	PCSK6	3093	69	1	0.1000	1	0.0000	false	low total support (69)
ENSG00000147862.18	NFIB	2142	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000153936.18	HS2ST1	1863	1942	0	0.0000	0	0.0000	false	low anchor sum (0)
ENSG00000253506.3	NACA2	799	77	75	7.5000	9	0.0000	false	low total support (77)
ENSG00000142511.4	GPR32	1269	70	34	3.4000	10	0.0000	false	low total support (70)
ENSG00000141200.8	KIF2B	2267	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000130635.17	COL5A1	8442	147	8	0.8000	4	0.0000	false	low anchor sum (8)
ENSG00000151458.12	ANKRD50	8798	15890	13	1.3000	7	0.0000	false	low anchor sum (13)
ENSG00000134571.12	MYBPC3	4217	296	42	4.2000	10	0.0000	false	low anchor sum (42)
ENSG00000204583.10	LRCOL1	1004	14	5	0.5000	3	0.0000	false	low total support (14)
ENSG00000052344.16	PRSS8	1214	10	6	0.6000	4	0.0000	false	low total support (10)
ENSG00000008197.5	TFAP2D	2058	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000137574.11	TGS1	4477	5709	68	6.8000	8	0.0000	false	low anchor sum (68)
ENSG00000129654.8	FOXJ1	2587	19	0	0.0000	0	0.0000	false	low total support (19)
ENSG00000119446.14	RBM18	4977	8650	22	2.2000	5	0.0000	false	low anchor sum (22)
ENSG00000165917.10	RAPSN	1462	10	1	0.1000	1	0.0000	false	low total support (10)
ENSG00000165821.12	SALL2	3094	28	0	0.0000	0	0.0000	false	low total support (28)
ENSG00000185559.16	DLK1	1324	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000136546.17	SCN7A	5965	28	0	0.0000	0	0.0000	false	low total support (28)
ENSG00000146197.9	SCUBE3	7819	268	23	2.3000	7	0.0000	false	low anchor sum (23)
ENSG00000153495.11	TEX29	736	26	23	2.3000	6	0.0000	false	low total support (26)
ENSG00000130045.17	NXNL2	1154	18	18	1.8000	6	0.0000	false	low total support (18)
ENSG00000164512.18	ANKRD55	2139	75	8	0.8000	4	0.0000	false	low total support (75)
ENSG00000283765.1	ENSG00000283765	3058	13253	29	2.9000	5	0.0000	false	low anchor sum (29)
ENSG00000067715.15	SYT1	4371	5	0	0.0000	0	0.0000	false	low total support (5)
ENSG00000138100.14	TRIM54	2027	40	28	2.8000	4	0.0000	false	low total support (40)
ENSG00000144935.17	TRPC1	4561	242	34	3.4000	8	0.0000	false	low anchor sum (34)
ENSG00000115944.15	COX7A2L	2282	28451	78	7.8000	10	0.0000	false	low anchor sum (78)
ENSG00000122970.16	IFT81	3048	1747	6	0.6000	4	0.0000	false	low anchor sum (6)
ENSG00000141934.10	PLPP2	1228	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000117318.9	ID3	950	84	24	2.4000	7	0.0000	false	low total support (84)
ENSG00000063015.21	SEZ6	3804	238	35	3.5000	9	0.0000	false	low anchor sum (35)
ENSG00000164270.19	HTR4	2272	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000152104.12	PTPN14	13360	208	11	1.1000	5	0.0000	false	low anchor sum (11)
ENSG00000133433.11	GSTT2B	1108	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000169184.7	MN1	7814	922	56	5.6000	10	0.0000	false	low anchor sum (56)
ENSG00000086205.18	FOLH1	2403	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000145808.10	ADAMTS19	5201	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000184260.6	H2AC20	494	840	840	84.0000	10	0.0000	false	too short (494)
ENSG00000137747.16	TMPRSS13	2592	113	21	2.1000	8	0.0000	false	low anchor sum (21)
ENSG00000163449.11	TMEM169	3322	17	0	0.0000	0	0.0000	false	low total support (17)
ENSG00000183798.5	EMILIN3	3791	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000167779.9	IGFBP6	947	117	87	8.7000	10	0.0000	false	low anchor sum (87)
ENSG00000244623.2	OR2AE1	972	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000206384.11	COL6A6	8689	180	13	1.3000	5	0.0000	false	low anchor sum (13)
ENSG00000111218.12	PRMT8	2399	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000177464.5	GPR4	3052	5	0	0.0000	0	0.0000	false	low total support (5)
ENSG00000214929.4	SPATA31D1	4830	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000176925.8	OR51F2	1136	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000241224.8	C3orf85	780	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000164323.15	CFAP97	2895	5443	16	1.6000	5	0.0000	false	low anchor sum (16)
ENSG00000204335.4	SP5	2047	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000125779.24	PANK2	4815	7582	91	9.1000	10	0.0000	false	low anchor sum (91)
ENSG00000197084.6	LCE1C	718	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000103264.18	FBXO31	5953	4788	63	6.3000	10	0.0000	false	low anchor sum (63)
ENSG00000172188.6	OR4C11	2737	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000203722.8	RAET1G	1150	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000133055.10	MYBPH	1818	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000158525.16	CPA5	1794	47	42	4.2000	8	0.0000	false	low total support (47)
ENSG00000121270.16	ABCC11	4576	23	2	0.2000	1	0.0000	false	low total support (23)
ENSG00000198691.14	ABCA4	7328	34	3	0.3000	2	0.0000	false	low total support (34)
ENSG00000120337.10	TNFSF18	2744	61	11	1.1000	6	0.0000	false	low total support (61)
ENSG00000101443.18	WFDC2	567	37	37	3.7000	7	0.0000	false	low total support (37)
ENSG00000154040.21	CABYR	1272	42	30	3.0000	7	0.0000	false	low total support (42)
ENSG00000152377.15	SPOCK1	571	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000161652.13	IZUMO2	818	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000164418.22	GRIK2	4655	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000166033.13	HTRA1	1665	4	0	0.0000	0	0.0000	false	low total support (4)
ENSG00000180447.7	GAS1	3145	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000164399.5	IL3	924	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000154997.9	SEPTIN14	3752	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000169876.14	MUC17	14352	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000163485.18	ADORA1	2901	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000125337.21	KIF25	2531	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000173714.8	WFIKKN2	3417	9	1	0.1000	1	0.0000	false	low total support (9)
ENSG00000198965.5	OR10R2	1132	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000212938.3	KRTAP6-3	636	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000291315.1	ENSG00000291315	129	10672	10672	1067.2000	3	0.0000	false	too short (129)
ENSG00000239605.11	STPG4	821	17	17	1.7000	3	0.0000	false	low total support (17)
ENSG00000204616.11	TRIM31	2027	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000053108.18	FSTL4	5396	173	13	1.3000	6	0.0000	false	low anchor sum (13)
ENSG00000163288.14	GABRB1	1939	44	40	4.0000	7	0.0000	false	low total support (44)
ENSG00000196542.9	SPTSSB	1734	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000211448.14	DIO2	569	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000196431.4	CRYBA4	809	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000260691.8	ANKRD20A1	3977	114	24	2.4000	5	0.0000	false	low anchor sum (24)
ENSG00000221890.6	NPTXR	5830	356	24	2.4000	8	0.0000	false	low anchor sum (24)
ENSG00000226792.8	C13orf42	3075	14	0	0.0000	0	0.0000	false	low total support (14)
ENSG00000287080.2	H3C3	486	26	26	2.6000	6	0.0000	false	low total support (26)
ENSG00000121351.8	IAPP	460	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000180424.7	DEFB123	354	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000135974.10	C2orf49	4587	12862	73	7.3000	10	0.0000	false	low anchor sum (73)
ENSG00000204669.11	C9orf57	1495	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000125823.13	CSTL1	736	10	6	0.6000	4	0.0000	false	low total support (10)
ENSG00000096264.14	NCR2	1125	91	24	2.4000	7	0.0000	false	low total support (91)
ENSG00000134339.9	SAA2	687	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000169605.7	GKN1	820	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000166206.16	GABRB3	4509	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000184916.9	JAG2	5773	230	0	0.0000	0	0.0000	false	low anchor sum (0)
ENSG00000177275.4	OR2AJ1	1873	28	0	0.0000	0	0.0000	false	low total support (28)
ENSG00000156787.17	TBC1D31	2398	762	75	7.5000	10	0.0000	false	low anchor sum (75)
ENSG00000070087.15	PFN2	793	43	36	3.6000	9	0.0000	false	low total support (43)
ENSG00000184148.4	SPRR4	751	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000102854.16	MSLN	2109	10	0	0.0000	0	0.0000	false	low total support (10)
ENSG00000120328.6	PCDHB12	2093	21	12	1.2000	4	0.0000	false	low total support (21)
ENSG00000197646.8	PDCD1LG2	2432	24	8	0.8000	2	0.0000	false	low total support (24)
ENSG00000111886.11	GABRR2	4738	887	94	9.4000	9	0.0000	false	low anchor sum (94)
ENSG00000109208.5	SMR3A	666	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000140263.15	SORD	4818	8690	88	8.8000	7	0.0000	false	low anchor sum (88)
ENSG00000188219.16	POTEE	4159	53	0	0.0000	0	0.0000	false	low total support (53)
ENSG00000091844.8	RGS17	7932	882	94	9.4000	10	0.0000	false	low anchor sum (94)
ENSG00000169905.13	TOR1AIP2	7905	6466	16	1.6000	6	0.0000	false	low anchor sum (16)
ENSG00000118946.12	PCDH17	1640	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000164530.15	PI16	2083	18	4	0.4000	1	0.0000	false	low total support (18)
ENSG00000196344.12	ADH7	1420	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000136943.12	CTSV	3915	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000172350.10	ABCG4	2553	6	0	0.0000	0	0.0000	false	low total support (6)
ENSG00000151952.16	TMEM132D	6135	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000155087.4	ODF1	1026	6	6	0.6000	4	0.0000	false	low total support (6)
ENSG00000251537.4	ENSG00000251537	5514	4983	0	0.0000	0	0.0000	false	low anchor sum (0)
ENSG00000106689.11	LHX2	1414	4	0	0.0000	0	0.0000	false	low total support (4)
ENSG00000165269.13	AQP7	1062	21	4	0.4000	3	0.0000	false	low total support (21)
ENSG00000134640.3	MTNR1B	1634	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000179002.6	TAS1R2	2520	3	0	0.0000	0	0.0000	false	low total support (3)
ENSG00000167580.8	AQP2	4180	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000104826.15	LHB	524	5	5	0.5000	3	0.0000	false	low total support (5)
ENSG00000124143.11	ARHGAP40	1825	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000167754.13	KLK5	1405	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000133105.8	RXFP2	3336	375	0	0.0000	0	0.0000	false	low anchor sum (0)
ENSG00000196428.13	TSC22D2	11110	13905	33	3.3000	10	0.0000	false	low anchor sum (33)
ENSG00000153898.13	MCOLN2	3044	274	50	5.0000	6	0.0000	false	low anchor sum (50)
ENSG00000278685.4	IQCA1L	2606	7	7	0.7000	3	0.0000	false	low total support (7)
ENSG00000142207.7	URB1	10818	10608	94	9.4000	9	0.0000	false	low anchor sum (94)
ENSG00000164122.9	ASB5	2849	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000168148.4	H3-4	516	15	15	1.5000	3	0.0000	false	low total support (15)
ENSG00000129946.11	SHC2	2525	59	0	0.0000	0	0.0000	false	low total support (59)
ENSG00000163106.11	HPGDS	1596	24	0	0.0000	0	0.0000	false	low total support (24)
ENSG00000120242.4	IFNA8	1069	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000225805.4	DEFB131B	213	26	26	2.6000	2	0.0000	false	low total support (26)
ENSG00000100739.11	BDKRB1	1301	0	0	0.0000	0	0.0000	false	low total support (0)
ENSG00000105278.12	ZFR2	715	0	0	0.0000	0	0.0000	false	low total support (0)
